ID,RA,DEC,FREQ,SigmaSN,SigmaSp,SN,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.158,10:00:53.881,+02:34:38.494,342.004,0,1,4.3,0.51,0.32,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.159,10:00:54.452,+02:34:22.626,344.755,0,0,4.3,1.00,0.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.160,10:00:55.182,+02:34:31.381,343.453,0,2,4.3,0.49,0.31,0.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.161,10:00:54.461,+02:34:24.199,341.718,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.162,10:00:54.369,+02:34:38.221,341.49,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.163,10:00:54.917,+02:34:26.866,342.129,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.164,10:00:54.415,+02:34:40.957,343.1,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.165,10:00:54.388,+02:34:32.338,344.435,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.166,10:00:55.022,+02:34:31.039,343.773,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.167,10:00:54.566,+02:34:31.860,341.57,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.168,10:00:55.333,+02:34:38.700,342.392,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.169,10:00:53.917,+02:34:27.414,344.492,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.170,10:00:54.415,+02:34:29.876,341.753,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.171,10:00:54.159,+02:34:33.980,344.777,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.172,10:00:54.684,+02:34:46.360,343.841,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.173,10:00:54.456,+02:34:43.488,342.426,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.174,10:00:55.355,+02:34:32.407,343.773,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.175,10:00:53.927,+02:34:39.794,343.236,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.176,10:00:54.958,+02:34:39.726,344.618,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.177,10:00:55.072,+02:34:28.234,342.358,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.178,10:00:53.913,+02:34:27.003,341.319,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.179,10:00:55.186,+02:34:29.876,344.663,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.180,10:00:54.219,+02:34:38.016,344.755,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.181,10:00:54.150,+02:34:45.608,341.627,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.182,10:00:54.315,+02:34:28.987,343.67,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.183,10:00:54.999,+02:34:43.624,342.323,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.184,10:00:55.081,+02:34:44.035,342.529,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.185,10:00:55.081,+02:34:33.843,344.195,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.186,10:00:54.278,+02:34:28.234,344.424,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.187,10:00:54.032,+02:34:26.182,342.495,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.188,10:00:54.794,+02:34:45.471,343.784,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.189,10:00:54.853,+02:34:23.652,342.164,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.190,10:00:55.031,+02:34:25.977,342.255,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.191,10:00:54.821,+02:34:27.961,344.606,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.192,10:00:54.082,+02:34:33.706,343.157,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.193,10:00:54.191,+02:34:24.541,342.814,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.194,10:00:54.205,+02:34:23.788,342.164,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.195,10:00:54.899,+02:34:43.009,343.499,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.196,10:00:55.018,+02:34:39.999,341.855,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.197,10:00:54.648,+02:34:42.530,342.004,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.198,10:00:53.808,+02:34:38.084,343.819,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.199,10:00:55.004,+02:34:28.645,341.547,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.200,10:00:53.881,+02:34:41.641,342.848,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.201,10:00:53.995,+02:34:44.650,342.472,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.202,10:00:54.666,+02:34:38.631,343.807,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.203,10:00:54.990,+02:34:45.676,342.232,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.204,10:00:55.031,+02:34:35.553,342.118,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.205,10:00:53.849,+02:34:37.058,343.1,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.206,10:00:54.091,+02:34:44.445,342.94,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.207,10:00:54.406,+02:34:43.898,342.449,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.208,10:00:54.730,+02:34:23.104,341.89,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.209,10:00:54.680,+02:34:34.390,341.639,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.210,10:00:54.616,+02:34:43.488,344.515,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.211,10:00:54.456,+02:34:28.508,342.426,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.212,10:00:54.456,+02:34:44.856,342.837,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.213,10:00:54.739,+02:34:32.817,344.275,1,2,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.214,10:00:54.497,+02:34:39.315,341.422,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.215,10:00:55.008,+02:34:37.810,344.264,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.216,10:00:54.821,+02:34:36.990,344.184,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.217,10:00:54.068,+02:34:27.892,342.221,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.218,10:00:54.452,+02:34:37.195,341.844,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.219,10:00:54.424,+02:34:39.589,342.403,0,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.220,10:00:54.744,+02:34:34.390,341.673,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.221,10:00:53.817,+02:34:41.572,341.639,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.222,10:00:53.721,+02:34:36.511,342.757,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.223,10:00:54.301,+02:34:31.449,341.559,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.224,10:00:53.940,+02:34:27.072,342.095,1,1,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.225,10:00:54.666,+02:34:28.782,341.947,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.226,10:00:54.767,+02:34:36.237,342.049,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.227,10:00:54.515,+02:34:23.515,343.944,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.228,10:00:54.534,+02:34:36.169,342.027,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.229,10:00:54.835,+02:34:25.772,343.168,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.230,10:00:55.095,+02:34:34.527,341.776,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.231,10:00:53.703,+02:34:37.879,341.844,0,0,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.232,10:00:53.908,+02:34:34.664,343.385,0,0,4.1,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.233,10:00:53.872,+02:34:40.136,341.536,0,1,4.1,0.45,0.30,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.234,10:00:54.100,+02:34:40.546,343.419,0,2,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.235,10:00:54.150,+02:34:29.739,343.682,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.236,10:00:53.945,+02:34:40.820,344.503,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.237,10:00:53.931,+02:34:33.364,344.663,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.238,10:00:54.109,+02:34:36.169,342.221,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.239,10:00:55.218,+02:34:29.876,343.145,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.240,10:00:54.018,+02:34:44.514,344.013,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.241,10:00:55.077,+02:34:34.117,343.157,0,0,4.1,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.242,10:00:54.488,+02:34:44.719,341.365,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.243,10:00:54.547,+02:34:35.416,344.481,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.244,10:00:54.086,+02:34:38.563,343.008,0,0,4.1,0.51,0.32,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.245,10:00:54.169,+02:34:34.185,343.499,0,1,4.1,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.246,10:00:53.908,+02:34:30.286,343.1,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.247,10:00:54.999,+02:34:44.856,342.084,1,1,4.1,1.00,0.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.248,10:00:54.100,+02:34:42.735,342.643,1,2,4.1,1.00,0.49,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.249,10:00:54.744,+02:34:27.072,343.042,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.250,10:00:53.972,+02:34:34.117,344.503,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.251,10:00:53.749,+02:34:39.384,342.917,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.252,10:00:55.323,+02:34:38.221,341.581,0,2,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.253,10:00:53.959,+02:34:37.810,342.221,0,1,4.1,0.62,0.40,0.38,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.254,10:00:54.228,+02:34:33.091,344.207,1,1,4.1,0.48,0.29,0.32,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.255,10:00:54.707,+02:34:31.518,341.604,1,1,4.1,0.36,0.21,0.26,0.00,0.00,0.00,1.00,0.80,0.00,0.00,0.00,0.00
Survey_EL.256,10:00:54.967,+02:34:43.077,344.72,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.257,10:00:55.040,+02:34:25.156,342.438,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.258,10:00:54.588,+02:34:38.836,343.647,1,3,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.259,10:00:54.561,+02:34:22.694,343.065,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.260,10:00:54.305,+02:34:33.980,343.807,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.261,10:00:54.305,+02:34:31.312,343.864,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.262,10:00:54.132,+02:34:38.152,344.663,0,0,4.1,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.263,10:00:54.812,+02:34:26.046,342.826,0,1,4.1,0.61,0.41,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.264,10:00:53.835,+02:34:34.254,344.195,0,0,4.1,0.45,0.30,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.265,10:00:54.497,+02:34:33.980,343.716,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.266,10:00:53.945,+02:34:26.114,344.229,0,2,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.267,10:00:54.552,+02:34:37.674,343.431,1,3,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.268,10:00:54.684,+02:34:35.964,341.787,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.269,10:00:54.483,+02:34:25.362,341.97,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.270,10:00:54.210,+02:34:24.336,342.072,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.271,10:00:53.753,+02:34:35.690,342.609,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.272,10:00:54.397,+02:34:41.846,344.572,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.273,10:00:55.228,+02:34:34.390,341.901,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.274,10:00:54.442,+02:34:45.266,341.456,1,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.275,10:00:54.150,+02:34:30.697,344.309,1,2,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.276,10:00:54.547,+02:34:30.765,342.129,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.277,10:00:54.917,+02:34:38.289,341.479,0,1,4.1,0.79,0.50,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.278,10:00:54.894,+02:34:45.061,343.088,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.279,10:00:55.259,+02:34:31.312,342.301,0,0,4.1,0.63,0.40,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.280,10:00:54.347,+02:34:41.094,341.798,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.281,10:00:55.150,+02:34:28.918,342.38,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.282,10:00:55.113,+02:34:29.739,342.164,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.283,10:00:54.502,+02:34:24.609,344.138,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.284,10:00:54.173,+02:34:43.077,343.488,0,0,4.1,0.79,0.50,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.285,10:00:54.118,+02:34:34.254,342.141,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.286,10:00:54.328,+02:34:23.173,344.549,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.287,10:00:54.588,+02:34:42.120,344.64,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.288,10:00:54.835,+02:34:32.475,343.225,1,1,4.1,1.00,0.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.289,10:00:54.086,+02:34:31.518,341.65,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.290,10:00:54.826,+02:34:32.680,343.773,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.291,10:00:54.963,+02:34:38.631,343.967,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.292,10:00:54.602,+02:34:39.042,343.134,0,1,4.1,0.74,0.48,0.26,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.293,10:00:55.255,+02:34:38.221,344.15,1,2,4.1,1.00,0.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.294,10:00:54.903,+02:34:32.954,342.757,0,0,4.1,0.61,0.41,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.295,10:00:54.849,+02:34:41.436,344.355,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.296,10:00:54.821,+02:34:42.530,343.625,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.297,10:00:54.849,+02:34:42.735,344.789,1,3,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.298,10:00:54.068,+02:34:30.013,342.62,1,1,4.1,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.299,10:00:54.342,+02:34:35.143,343.214,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.300,10:00:55.109,+02:34:38.289,344.115,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.301,10:00:54.903,+02:34:45.608,342.552,0,0,4.1,0.58,0.37,0.42,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.302,10:00:54.579,+02:34:40.478,344.07,1,3,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.303,10:00:54.310,+02:34:26.661,344.309,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.304,10:00:54.022,+02:34:43.693,343.659,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.305,10:00:55.223,+02:34:37.195,344.64,0,0,4.1,0.49,0.31,0.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.306,10:00:54.721,+02:34:27.892,344.081,0,0,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.307,10:00:54.666,+02:34:26.798,342.323,0,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.308,10:00:54.333,+02:34:41.367,342.289,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.309,10:00:54.196,+02:34:39.520,341.867,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.310,10:00:54.538,+02:34:39.315,343.864,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.311,10:00:54.474,+02:34:41.162,341.559,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.312,10:00:55.168,+02:34:31.244,342.209,0,2,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.313,10:00:55.168,+02:34:36.716,342.152,0,1,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.314,10:00:54.191,+02:34:26.730,342.597,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.315,10:00:53.886,+02:34:37.400,344.229,0,2,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.316,10:00:54.949,+02:34:28.303,342.814,0,0,4.1,1.00,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.317,10:00:54.360,+02:34:38.973,341.616,1,3,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.318,10:00:54.625,+02:34:38.152,344.732,1,1,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
